,name,platform,score,total_reviews,main_story,main_extra,avg_playthrough,normalized_score,normalized_reviews,normalized_time,playability_score
172,Super Mario Odyssey,switch,97,113,12.65,26.87,19.76,1.0,0.9338842975206612,0.022421295692183752,78.46
184,The Last Of Us Part II,playstation-4,93,121,0.0,0.0,0.0,0.9587628865979382,1.0,0.0,77.94
53,God Of War,playstation-4,94,118,0.0,0.0,0.0,0.9690721649484536,0.9752066115702479,0.0,77.71
187,The Legend of Zelda Breath of the Wild,switch,97,109,0.0,0.0,0.0,1.0,0.9008264462809917,0.0,77.02
207,Uncharted 4: A Thief's End,playstation-4,93,113,15.11,17.58,16.345,0.9587628865979382,0.9338842975206612,0.018546360227163126,76.33
203,Uncharted 2: Among Thieves,playstation-3,96,105,10.53,12.32,11.425,0.9896907216494846,0.8677685950413223,0.012963729923238835,75.78
234,Dota 2,pc,90,33,691.77,1070.84,881.305,0.9278350515463918,0.2727272727272727,1.0,74.57
3,Animal Crossing New Horizons,switch,90,111,0.0,0.0,0.0,0.9278350515463918,0.9173553719008265,0.0,73.91
183,The Last Of Us,playstation-3,95,98,0.0,0.0,0.0,0.979381443298969,0.8099173553719008,0.0,73.27
9,BloodBorne,playstation-4,92,100,0.0,0.0,0.0,0.9484536082474226,0.8264462809917356,0.0,72.22
205,Uncharted 3: Drake's Deception,playstation-3,92,97,9.1,10.66,9.879999999999999,0.9484536082474226,0.8016528925619835,0.011210647846091874,71.7
171,Super Mario Maker 2,switch,88,98,7.4,14.08,10.74,0.9072164948453608,0.8099173553719008,0.012186473468322545,69.9
139,Resident Evil 4,gamecube,96,82,0.0,0.0,0.0,0.9896907216494846,0.6776859504132231,0.0,69.82
195,The Legend of Zelda The Wind Waker,gamecube,96,80,0.0,0.0,0.0,0.9896907216494846,0.6611570247933884,0.0,69.32
194,The Legend of Zelda The Wind Waker,gamecube,96,80,0.0,0.0,0.0,0.9896907216494846,0.6611570247933884,0.0,69.32
208,Uncharted: The Lost Legacy,playstation-4,84,104,7.15,8.69,7.92,0.865979381443299,0.859504132231405,0.008986673172170815,69.26
169,Super Mario Galaxy,wii,97,73,13.85,22.04,17.945,1.0,0.6033057851239669,0.020361849756894607,68.51
193,The Legend of Zelda Skyward Sword,wii,93,81,0.0,0.0,0.0,0.9587628865979382,0.6694214876033058,0.0,68.02
173,Super Smash Bros Brawl,wii,93,81,0.0,0.0,0.0,0.9587628865979382,0.6694214876033058,0.0,68.02
196,The Legend of Zelda Twilight Princess,wii,95,73,0.0,0.0,0.0,0.979381443298969,0.6033057851239669,0.0,67.07
102,Ni no Kuni: Wrath of the White Witch,playstation-3,85,89,44.32,56.41,50.364999999999995,0.8762886597938144,0.7355371900826446,0.05714820635307867,67.02
6,Bayonetta 2,wii-u,91,80,9.1,12.51,10.805,0.9381443298969072,0.6611570247933884,0.012260227730467886,66.99
215,Xenoblade Chronicles X,wii-u,84,87,67.98,109.1,88.53999999999999,0.865979381443299,0.71900826446281,0.10046465185151565,66.88
19,Demon's Souls,playstation-3,89,81,28.99,42.31,35.65,0.9175257731958762,0.6694214876033058,0.04045137608432949,66.77
126,Pokemon Sun,3ds,87,87,0.0,0.0,0.0,0.8969072164948454,0.71900826446281,0.0,66.42
21,Detroit: Become Human,playstation-4,78,104,11.99,15.51,13.75,0.8041237113402062,0.859504132231405,0.015601863146129888,66.3
191,The Legend of Zelda Majora's Mask 3D,3ds,89,82,0.0,0.0,0.0,0.9175257731958762,0.6776859504132231,0.0,66.21
82,Mario Kart 8,wii-u,88,82,5.74,18.66,12.2,0.9072164948453608,0.6776859504132231,0.013843107664202518,65.97
76,Kingdom Hearts III,playstation-4,83,88,28.82,39.74,34.28,0.8556701030927835,0.7272727272727273,0.038896863174496914,65.38
199,The Witness,playstation-4,87,82,0.0,4.03,2.015,0.8969072164948454,0.6776859504132231,0.00228638212650558,65.22
63,inFamous 2,playstation-3,83,90,0.0,0.0,0.0,0.8556701030927835,0.743801652892562,0.0,65.1
101,New Super Mario Bros wii,wii,87,80,0.0,0.0,0.0,0.8969072164948454,0.6611570247933884,0.0,64.68
519,Dragon Age: Origins,pc,91,67,40.35,58.42,49.385000000000005,0.9381443298969072,0.5537190082644629,0.056036219016118154,64.64
50,Final Fantasy XIII,playstation-3,83,83,48.1,61.46,54.78,0.8556701030927835,0.6859504132231405,0.06215782277418148,64.61
515,Total War: Warhammer,pc,86,77,34.54,64.18,49.36,0.8865979381443299,0.6363636363636364,0.05600785199221609,64.54
93,Metroid Samus Returns,3ds,85,83,0.0,0.0,0.0,0.8762886597938144,0.6859504132231405,0.0,64.39
57,Grand Theft Auto Vice City,playstation-2,95,62,0.0,0.0,0.0,0.979381443298969,0.512396694214876,0.0,64.34
8,Batman Arkham Asylum,playstation-3,91,70,0.0,0.0,0.0,0.9381443298969072,0.5785123966942148,0.0,64.26
20,Destiny,playstation-4,76,95,11.76,57.92,34.84,0.7835051546391752,0.7851239669421488,0.03953228450990293,63.52
56,Grand Theft Auto V,playstation-3,97,50,31.68,48.64,40.16,1.0,0.4132231404958678,0.04556878719626009,63.31
127,Pokemon Sword,switch,80,87,0.0,0.0,0.0,0.8247422680412371,0.71900826446281,0.0,62.81
521,Mass Effect 2,pc,94,55,24.42,35.47,29.945,0.9690721649484536,0.45454545454545453,0.03397802122988069,62.77
129,Pokemon X,3ds,87,71,0.0,0.0,0.0,0.8969072164948454,0.5867768595041323,0.0,62.45
81,Mario Kart 7,3ds,85,73,7.88,17.83,12.854999999999999,0.8762886597938144,0.6033057851239669,0.01458632369043634,62.21
212,World Of Warcraft,pc,93,57,0.0,0.0,0.0,0.9587628865979382,0.47107438016528924,0.0,62.07
99,New Super Mario Bros,ds,89,65,0.0,0.0,0.0,0.9175257731958762,0.5371900826446281,0.0,61.99
461,Total War: WARHAMMER II,pc,87,69,0.0,0.0,0.0,0.8969072164948454,0.5702479338842975,0.0,61.95
209,Uncharted: Drake's Fortune,playstation-3,88,66,8.11,9.66,8.885,0.9072164948453608,0.5454545454545454,0.010081640294790114,61.93
211,Watch Dogs,playstation-4,80,80,19.38,33.24,26.310000000000002,0.8247422680412371,0.6611570247933884,0.02985345595452199,61.67
285,Team Fortress 2,pc,92,17,311.96,570.63,441.29499999999996,0.9484536082474226,0.14049586776859505,0.5007290325142828,61.65
140,Resident Evil Revelations,3ds,82,78,0.0,0.0,0.0,0.845360824742268,0.6446280991735537,0.0,61.61
75,Kingdom Hearts II,playstation-2,87,64,32.06,42.45,37.255,0.8969072164948454,0.5289256198347108,0.042272539018841385,61.56
38,Fallout 3,playstation-3,90,57,22.32,52.91,37.614999999999995,0.9278350515463918,0.47107438016528924,0.042681024163030955,61.38
24,Dishonored 2,playstation-4,88,62,12.43,22.68,17.555,0.9072164948453608,0.512396694214876,0.01991932418402256,61.13
182,The Elder Scrolls V: Skyrim,switch,84,63,33.81,108.87,71.34,0.865979381443299,0.5206611570247934,0.08094813940690228,60.54
312,Frostpunk,pc,84,67,10.32,23.05,16.685000000000002,0.865979381443299,0.5537190082644629,0.01893215175223107,60.29
253,Left 4 Dead 2,pc,89,55,9.75,24.88,17.314999999999998,0.9175257731958762,0.45454545454545453,0.019647000754562834,59.91
98,Moss,playstation-4,85,64,4.0,4.66,4.33,0.8762886597938144,0.5289256198347108,0.004913168539835812,59.78
457,Battlefield 1,pc,88,54,6.7,9.45,8.075,0.9072164948453608,0.4462809917355372,0.009162548720363551,58.93
421,Football Manager 2021,pc,85,32,117.54,500.0,308.77,0.8762886597938144,0.2644628099173554,0.3503554388094927,58.76
66,Journey,playstation-4,92,45,2.01,2.49,2.25,0.9484536082474226,0.371900826446281,0.0025530321511848908,58.63
152,Star Wars Jedi: Fallen Order,playstation-4,79,70,17.15,21.9,19.525,0.8144329896907216,0.5785123966942148,0.022154645667504438,58.52
92,Metroid Fusion,game-boy-advance,92,44,4.92,5.89,5.404999999999999,0.9484536082474226,0.36363636363636365,0.006132950567624148,58.45
22,Deus Ex Human Revolution,playstation-3,89,50,0.0,0.0,0.0,0.9175257731958762,0.4132231404958678,0.0,58.27
0,Abzu,playstation-4,78,72,0.0,0.0,0.0,0.8041237113402062,0.5950413223140496,0.0,58.06
406,Football Manager 2020,pc,84,35,253.14,280.74,266.94,0.865979381443299,0.2892561983471074,0.3028917344165754,58.03
382,Europa Universalis IV,pc,87,34,93.95,320.49,207.22,0.8969072164948454,0.2809917355371901,0.23512858771934803,57.98
150,Star Fox 64 3D,3ds,81,65,1.76,5.38,3.57,0.8350515463917526,0.5371900826446281,0.00405081101321336,57.95
23,Deus Ex Mankind Divided,playstation-4,84,59,0.0,0.0,0.0,0.865979381443299,0.48760330578512395,0.0,57.93
313,Ghostrunner,pc,81,64,6.88,8.68,7.779999999999999,0.8350515463917526,0.5289256198347108,0.00882781783831931,57.8
130,Prey,playstation-4,79,68,7.18,8.54,7.859999999999999,0.8144329896907216,0.5619834710743802,0.008918592314805884,57.76
507,Two Point Hospital,pc,83,55,38.47,74.49,56.48,0.8556701030927835,0.45454545454545453,0.06408678039952116,57.7
35,Eternal Darkness Sanity's Requiem,gamecube,92,41,0.0,0.0,0.0,0.9484536082474226,0.33884297520661155,0.0,57.59
143,Rez Infinite,playstation-4,89,47,2.04,2.69,2.365,0.9175257731958762,0.3884297520661157,0.002683520461134341,57.58
100,New Super Mario Bros 2,3ds,78,70,0.0,0.0,0.0,0.8041237113402062,0.5785123966942148,0.0,57.56
326,Torchlight,pc,83,57,14.23,21.43,17.83,0.8556701030927835,0.47107438016528924,0.020231361446945154,57.32
164,Super Mario 64 ds,ds,85,54,0.0,0.0,0.0,0.8762886597938144,0.4462809917355372,0.0,57.2
11,Bulletstorm,playstation-3,83,57,7.47,9.2,8.334999999999999,0.8556701030927835,0.47107438016528924,0.009457565768944916,57.1
95,Mirrors Edge,playstation-3,79,66,0.0,0.0,0.0,0.8144329896907216,0.5454545454545454,0.0,57.09
128,Pokemon Ultra Moon,3ds,84,55,0.0,0.0,0.0,0.865979381443299,0.45454545454545453,0.0,56.94
423,Dragon Age: Inquisition,pc,85,45,46.55,87.43,66.99000000000001,0.8762886597938144,0.371900826446281,0.07601227724794482,56.49
186,The Legend of Zelda A Link to the Past,game-boy-advance,95,30,0.0,0.0,0.0,0.979381443298969,0.24793388429752067,0.0,56.41
39,Fallout New Vegas,playstation-3,82,57,0.0,0.0,0.0,0.845360824742268,0.47107438016528924,0.0,56.4
74,Kingdom Hearts HD 2.8 -Final Chapter Prologue-,playstation-4,76,69,0.0,0.0,0.0,0.7835051546391752,0.5702479338842975,0.0,56.28
135,Professor Layton and the Miracle Mask,3ds,82,54,17.71,24.51,21.11,0.845360824742268,0.4462809917355372,0.023953114982894687,56.14
71,Kingdom Hearts -HD 2.5 ReMIX-,playstation-3,81,58,0.0,0.0,0.0,0.8350515463917526,0.4793388429752066,0.0,56.13
282,STAR WARS: Knights of the Old Republic,pc,93,33,0.0,0.0,0.0,0.9587628865979382,0.2727272727272727,0.0,56.12
69,Kingdom Hearts,playstation-2,85,46,28.44,41.23,34.835,0.8762886597938144,0.38016528925619836,0.03952661110512252,56.01
525,The Sims 4,pc,70,75,18.16,68.4,43.28,0.7216494845360825,0.6198347107438017,0.04910899177923648,55.66
256,Machinarium,pc,85,47,5.11,5.35,5.23,0.8762886597938144,0.3884297520661157,0.005934381400309769,55.59
18,Dark Souls Remastered,switch,83,51,0.0,0.0,0.0,0.8556701030927835,0.4214876033057851,0.0,55.43
409,Subnautica,pc,87,39,29.48,43.66,36.57,0.8969072164948454,0.32231404958677684,0.04149528256392509,55.34
502,Stellaris,pc,78,57,28.21,58.33,43.269999999999996,0.8041237113402062,0.47107438016528924,0.04909764496967565,55.32
305,Stellaris,pc,78,57,28.21,58.33,43.269999999999996,0.8041237113402062,0.47107438016528924,0.04909764496967565,55.32
112,Pokemon Alpha Sapphire,3ds,82,52,0.0,0.0,0.0,0.845360824742268,0.4297520661157025,0.0,55.16
179,The Elder Scrolls Online,pc,71,64,41.27,195.14,118.205,0.7319587628865979,0.5289256198347108,0.13412496241369334,55.15
113,Pokemon Black Version 2,ds,80,56,0.0,0.0,0.0,0.8247422680412371,0.4628099173553719,0.0,55.12
144,Ring Fit Adventure,switch,83,45,34.66,61.9,48.28,0.8556701030927835,0.371900826446281,0.054782396559647346,55.04
286,The Elder Scrolls III: Morrowind,pc,89,30,43.89,106.79,75.34,0.9175257731958762,0.24793388429752067,0.08548686323123096,55.02
230,Darwinia,pc,84,46,10.08,15.09,12.585,0.865979381443299,0.38016528925619836,0.014279959832294157,54.99
448,Battlefield V,pc,81,52,6.16,8.89,7.525,0.8350515463917526,0.4297520661157025,0.008538474194518357,54.82
466,Football Manager 2022,pc,85,40,49.22,0.0,24.61,0.8762886597938144,0.3305785123966942,0.02792449832918229,54.29
116,Pokemon Diamond Version,ds,85,42,0.0,0.0,0.0,0.8762886597938144,0.34710743801652894,0.0,54.23
121,Pokemon Platinum Version,ds,83,46,0.0,0.0,0.0,0.8556701030927835,0.38016528925619836,0.0,54.19
26,Dishonored: Death of the Outsider,playstation-4,82,47,6.4,11.83,9.115,0.845360824742268,0.3884297520661157,0.010342616914689013,54.13
132,Prince of Persia The Sands of Time,pc,89,32,0.0,0.0,0.0,0.9175257731958762,0.2644628099173554,0.0,53.81
291,Trine,pc,80,50,6.14,8.43,7.285,0.8247422680412371,0.4132231404958678,0.008266150765058636,53.8
231,Day of the Tentacle Remastered,pc,86,37,0.0,0.0,0.0,0.8865979381443299,0.30578512396694213,0.0,53.5
120,Pokemon Pearl Version,ds,85,39,0.0,0.0,0.0,0.8762886597938144,0.32231404958677684,0.0,53.48
200,Thumper,playstation-4,84,40,7.78,14.72,11.25,0.865979381443299,0.3305785123966942,0.012765160755924454,53.47
268,Portal,pc,90,27,3.13,5.19,4.16,0.9278350515463918,0.2231404958677686,0.004720272777301843,53.18
295,World of Goo,pc,90,26,5.99,7.95,6.970000000000001,0.9278350515463918,0.21487603305785125,0.007908726263892751,53.0
242,Grim Fandango Remastered,pc,84,38,0.0,0.0,0.0,0.865979381443299,0.3140495867768595,0.0,52.72
188,The Legend of Zelda Breath of the Wild,wii-u,96,13,0.0,0.0,0.0,0.9896907216494846,0.10743801652892562,0.0,52.71
332,STAR WARS: Squadrons,pc,79,48,0.0,0.0,0.0,0.8144329896907216,0.39669421487603307,0.0,52.62
430,STAR WARS: Squadrons,pc,79,48,0.0,0.0,0.0,0.8144329896907216,0.39669421487603307,0.0,52.62
266,Path of Exile,pc,86,27,27.8,110.01,68.905,0.8865979381443299,0.2231404958677686,0.07818519127884217,52.59
495,Escape from Monkey Island,pc,86,32,10.37,10.48,10.425,0.8865979381443299,0.2644628099173554,0.011829048967156662,52.5
431,Alien: Isolation,pc,81,41,18.54,22.62,20.58,0.8350515463917526,0.33884297520661155,0.02335173407617113,52.38
449,Apex Legends,pc,88,25,32.13,39.28,35.705,0.9072164948453608,0.2066115702479339,0.04051378353691401,52.37
398,Control,pc,85,33,11.59,18.65,15.12,0.8762886597938144,0.2727272727272727,0.017156376055962465,52.34
269,Psychonauts,pc,87,29,11.99,15.26,13.625,0.8969072164948454,0.2396694214876033,0.015460028026619617,52.34
369,Prison Architect,pc,83,36,16.24,39.21,27.725,0.8556701030927835,0.2975206611570248,0.031459029507378264,52.34
472,StarCraft: Remastered,pc,85,30,23.89,46.37,35.129999999999995,0.8762886597938144,0.24793388429752067,0.03986134198716675,52.05
496,Dead Space 2,pc,87,28,9.11,11.51,10.309999999999999,0.8969072164948454,0.23140495867768596,0.011698560657207209,52.02
163,Super Mario 64,nintendo-64,94,13,11.96,17.25,14.605,0.9690721649484536,0.10743801652892562,0.016572015363580148,52.01
85,Mass Effect 3 Special Edition,wii-u,85,33,0.0,0.0,0.0,0.8762886597938144,0.2727272727272727,0.0,52.0
260,Metro 2033,pc,81,40,9.5,11.76,10.629999999999999,0.8350515463917526,0.3305785123966942,0.012061658563153504,51.91
522,Medal of Honor Pacific Assault,pc,80,43,0.0,0.0,0.0,0.8247422680412371,0.35537190082644626,0.0,51.9
88,Medal of Honor Pacific Assault,pc,80,43,0.0,0.0,0.0,0.8247422680412371,0.35537190082644626,0.0,51.9
366,Prey,pc,82,38,7.18,8.54,7.859999999999999,0.845360824742268,0.3140495867768595,0.008918592314805884,51.87
70,Kingdom Hearts -HD 1.5 ReMIX-,playstation-3,77,49,0.0,0.0,0.0,0.7938144329896907,0.4049586776859504,0.0,51.84
324,The Witcher: Enhanced Edition,pc,86,30,0.0,0.0,0.0,0.8865979381443299,0.24793388429752067,0.0,51.77
181,The Elder Scrolls V Skyrim Special Edition,playstation-4,81,40,0.0,0.0,0.0,0.8350515463917526,0.3305785123966942,0.0,51.67
467,Assassin's Creed Origins,pc,84,29,29.95,52.08,41.015,0.865979381443299,0.2396694214876033,0.04653893941371035,51.42
34,Enter the Gungeon,playstation-4,82,33,22.16,59.9,41.03,0.845360824742268,0.2727272727272727,0.046555959628051584,51.38
516,Burnout Paradise: The Ultimate Box,pc,87,26,0.0,0.0,0.0,0.8969072164948454,0.21487603305785125,0.0,51.29
133,Prince Of Persia The Two Thrones,pc,85,29,0.0,0.0,0.0,0.8762886597938144,0.2396694214876033,0.0,51.0
131,Prince of Persia The Forgotten Sands,playstation-3,75,49,0.0,0.0,0.0,0.7731958762886598,0.4049586776859504,0.0,50.81
322,Baldur's Gate: Enhanced Edition,pc,78,39,29.96,52.02,40.99,0.8041237113402062,0.32231404958677684,0.046510572389808304,50.81
17,Colin McRae Rally 3,playstation-2,86,25,8.51,10.34,9.425,0.8865979381443299,0.2066115702479339,0.010694368011074488,50.74
107,Paper Beast,playstation-4,79,38,3.15,3.67,3.41,0.8144329896907216,0.3140495867768595,0.003869262060240212,50.22
389,A Plague Tale: Innocence,pc,81,33,10.71,12.52,11.615,0.8350515463917526,0.2727272727272727,0.013179319304894447,50.2
177,Tekken Tag Tournament,playstation-2,85,25,1.96,9.85,5.904999999999999,0.8762886597938144,0.2066115702479339,0.006700291045665234,50.15
134,Prince of Persia Warrior Within,pc,83,29,0.0,0.0,0.0,0.8556701030927835,0.2396694214876033,0.0,49.97
155,Stardew Valley,switch,87,14,52.28,89.13,70.705,0.8969072164948454,0.11570247933884298,0.08022761699979009,49.92
514,STAR WARS Jedi: Fallen Order,pc,81,32,0.0,0.0,0.0,0.8350515463917526,0.2644628099173554,0.0,49.69
46,Final Fantasy VII,switch,81,27,36.5,50.42,43.46,0.8350515463917526,0.2231404958677686,0.04931323435133127,49.43
258,Magicka,pc,74,44,10.43,15.31,12.870000000000001,0.7628865979381443,0.36363636363636365,0.014603343904777575,49.35
237,Fallout,pc,89,12,16.09,23.11,19.6,0.9175257731958762,0.09917355371900827,0.022239746739210604,49.3
224,Braid,pc,90,11,5.07,6.0,5.535,0.9278350515463918,0.09090909090909091,0.006280459091914831,49.24
